cluster,label,description,review_note,n_docs,n_paper,n_project,n_patent,dominant_type,is_carbon_capture,top_terms,nearest_siblings,representative_titles
47,Bacillus subtilis Biofilm Engineering,"Synthetic biology toolkit and applications for B. subtilis biofilm formation, protein display, and spore-based platforms.",,170,79,73,18,paper,False,"curli, syrup, feathers, bgab, subtilis genome, keratin, biofilm matrix, hydrophobins",c44:Cellulose Degradation & Biomaterials(0.78) | c76:Engineered Lactobacillus Therapeutics(0.78) | c17:Bacterial Compartmentalization Systems(0.77) | c26:Recombinant Spider Silk Proteins(0.77) | c35:Polyhydroxyalkanoate Biopolymer Production(0.76),Beadzillus: Fundamental BioBricks for Bacillus subtilis and spores as a platform for protein display | The length of ribosomal binding site spacer sequence controls the production yield for intracellular and secreted proteins by Bacillus subtilis | B-TOX: reduction of waste water toxicity using a <i>B. subtilis</i> biofilm | Defining the genetic differences between wild and domestic strains of <i>Bacillus subtilis</i> that affect poly‐γ‐<scp>dl</scp>‐glutamic acid producti | The Bacillus BioBrick Box: generation and evaluation of essential genetic building blocks for standardized work with Bacillus subtilis | BacilloFlex: A modular DNA assembly toolkit for <i>Bacillus subtilis</i> synthetic biology | <i>Bacillus subtilis</i> Biosensor Engineered To Assess Meat Spoilage | Development of Pgrac100-based expression vectors allowing high protein production levels in Bacillus subtilis and relatively low basal expression in E | BaKillus  Engineering a pathogen-hunting microbe | High- and low-affinity cre boxes for CcpA binding in Bacillus subtilis revealed by genome-wide analysis
48,Non-Conventional Yeast Metabolic Engineering,Synthetic biology approaches for secondary metabolite and biopharmaceutical production in alternative yeast species like Kluyveromyces marxianus.,,156,145,6,5,paper,False,"marxianus, filamentous fungi, kluyveromyces, yeast synthetic, core promoters, theanine, kluyveromyces marxianus, yeast species",c49:Saccharomyces cerevisiae Sc2.0 Synthesis(0.85) | c60:Microbial Phytochemical Biosynthesis(0.83) | c51:Streptomyces Natural Product Discovery(0.82) | c57:Microbial Bioremediation & Biochemical Production(0.81) | c63:Lignocellulose Bioconversion to Biofuels(0.80),Yeast synthetic biology for high-value metabolites | Synthetic Biology of Yeast | Advancing secondary metabolite biosynthesis in yeast with synthetic biology tools | Yeast synthetic biology toolbox and applications for biofuel production | A Cas9-based toolkit to program gene expression in <i>Saccharomyces cerevisiae</i> | Applications of Yeast Synthetic Biology Geared towards the Production of Biopharmaceuticals | Development and characterization of a vector set with regulated promoters for systematic metabolic engineering in <i>Saccharomyces cerevisiae</i> | Advanced Strategies for Production of Natural Products in Yeast | A polycistronic system for multiplexed and precalibrated expression of multigene pathways in fungi | Biosynthesis of the antibiotic nonribosomal peptide penicillin in baker’s yeast
49,Saccharomyces cerevisiae Sc2.0 Synthesis,Synthetic yeast genome construction and SCRaMbLE-based engineering of complete chromosomes in S. cerevisiae.,,76,73,1,2,paper,False,"sc2, scramble, synthetic yeast, loxpsym, synthetic chromosome, yeast genome, genetic array, heterozygous",c48:Non-Conventional Yeast Metabolic Engineering(0.85) | c50:Minimal Genome Design(0.83) | c45:Site-Specific Recombinase Integration(0.79) | c41:Allopolyploid Genome Evolution(0.76) | c34:Genomic Variant Prediction & Benchmarking(0.74),"The Saccharomyces cerevisiae SCRaMbLE system and genome minimization | Iterative SCRaMbLE for Engineering Synthetic Genome Modules and Chromosomes | Genome-wide mapping of unexplored essential regions in the Saccharomyces cerevisiae genome: evidence for hidden synthetic lethal combinations in a gen | Design of a synthetic yeast genome | Rewriting the blueprint of life by synthetic genomics and genome engineering | L-SCRaMbLE creates large-scale genome rearrangements in synthetic Sc2.0 chromosomes | Bug mapping and fitness testing of chemically synthesized chromosome X | Construction of a synthetic Saccharomyces cerevisiae pan-genome neo-chromosome | Parallel laboratory evolution and rational debugging reveal genomic plasticity to S. cerevisiae synthetic chromosome XIV defects | Synthesis, debugging, and effects of synthetic chromosome consolidation: synVI and beyond"
50,Minimal Genome Design,Design and construction of stripped-down bacterial genomes with minimal essential genes for viability and synthetic biology chassis.,,214,201,3,10,paper,False,"syn3, jcvi, jcvi syn3, genitalium, minimal genome, mycoplasmas, syn3a, mycoplasma",c49:Saccharomyces cerevisiae Sc2.0 Synthesis(0.83) | c45:Site-Specific Recombinase Integration(0.82) | c33:Modular DNA Assembly Standards(0.78) | c57:Microbial Bioremediation & Biochemical Production(0.77) | c15:Synthetic Biology Ethics & Governance(0.77),Design and synthesis of a minimal bacterial genome | Designing minimal genomes using whole-cell models | Construction of a minimal genome as a chassis for synthetic biology | Minimal Genomes: How Many Genes Does a Cell Require To Be Viable | Research progress of bacterial minimal genome. | The minimal genome--a metabolic and environmental comparison | Essential metabolism for a minimal cell | Essential genes of a minimal bacterium | Evolution of a minimal cell | Testing theoretical minimal genomes using whole-cell models
51,Streptomyces Natural Product Discovery,Synthetic biology approaches for discovering and optimizing secondary metabolites from actinomycete biosynthetic gene clusters.,,159,145,1,13,paper,False,"bgcs, product discovery, bgc, streptomyces, gpa, surfactin, actinomycetes, natural products",c60:Microbial Phytochemical Biosynthesis(0.88) | c57:Microbial Bioremediation & Biochemical Production(0.87) | c18:Polyketide Synthase Engineering(0.84) | c63:Lignocellulose Bioconversion to Biofuels(0.83) | c48:Non-Conventional Yeast Metabolic Engineering(0.82),"Recent advances in natural products exploitation in <i>Streptomyces</i> via synthetic biology | The Application of Ribosome Engineering to Natural Product Discovery and Yield Improvement in Streptomyces | Natural product discovery: past, present, and future | Synthetic Biology in Natural Product Biosynthesis | Natural Products and Synthetic Biology: Where We Are and Where We Need To Go | Synthetic Biology of Natural Products | Using natural products for drug discovery: the impact of the genomics era | High-Throughput Screening of Natural Product and Synthetic Molecule Libraries for Antibacterial Drug Discovery | Synthetic Biology Tools for Novel Secondary Metabolite Discovery in Streptomyces | Next-generation synthetic biology approaches for the accelerated discovery of microbial natural products"
52,miRNA-Based Cancer Immunotherapy,miRNA and siRNA therapeutics targeting cancer through engineered immune cells and exosome delivery systems.,,164,62,96,6,project,False,"mir, mirnas, hsa mir, exosomes, mirna, 5p, mir 145, 3p",c66:Peptide-Based Cell Targeting(0.85) | c38:miRNA Diagnostic Biosensors(0.85) | c43:Engineered Bacteria Cancer Immunotherapy(0.82) | c71:Synthetic Cannabinoids Cell Signaling(0.77) | c21:Fluorescent Protein Engineering(0.76),"No-Returning Route of Pancreatic Cancer | siREN: A Targeted RNAi Therapeutic Approach Against Chronic Lymphocytic Leukemia | CAR_Ma - A next-generation in-vivo immunotherapy | EvC-T system | SynNotch-Engineered Macrophages for Enhanced Liver Cancer Therapy (SYNERGY) - A Precision Immunotherapy | Antigen-based Tumour REcognising Universal System (ATREUS) | Car-Ma | Cancer Immunotherapy with ""Trojan Horse"" Antigen | Dual-Action Protein-siRNA Conjugates for Targeted Disruption of CD47-Signal Regulatory Protein α Axis in Cancer Therapy | Sequence Requirements for miR-424-5p Regulating and Function in Cancers"
53,SBOL Data Standards and Markup,"Standardized languages and software tools for representing, exchanging, and automatically designing genetic constructs and biological systems.",,193,169,12,12,paper,False,"open language, sbol, language sbol, biology open, genetic designs, diagrams, sbol data, automatic design",c33:Modular DNA Assembly Standards(0.84) | c64:Bacterial Promoter Engineering(0.80) | c65:Genetic Circuit Dynamics(0.78) | c15:Synthetic Biology Ethics & Governance(0.72) | c45:Site-Specific Recombinase Integration(0.72),"The Synthetic Biology Open Language (SBOL) Version 3: Simplified Data Exchange for Bioengineering | A standard-enabled workflow for synthetic biology | Standard virtual biological parts: a repository of modular modeling components for synthetic biology | Generating Systems Biology Markup Language Models from the Synthetic Biology Open Language | Toward Full-Stack <i>In Silico</i> Synthetic Biology: Integrating Model Specification, Simulation, Verification, and Biological Compilation | Hierarchical Modeling for Synthetic Biology | Composable Modular Models for Synthetic Biology | Communicating Structure and Function in Synthetic Biology Diagrams | Proposed Data Model for the Next Version of the Synthetic Biology Open Language | Synthetic Biology Open Language (SBOL) Version 2.3"
54,Polyunsaturated Fatty Acid Production,Engineering desaturases and elongases in oleaginous microorganisms to synthesize PUFAs like arachidonic acid.,,84,9,6,69,patent,False,"x394, x3c9, polyunsaturated, polyunsaturated fatty, desaturase, oleaginous yeast, chain polyunsaturated, elongase",c62:Syngas Fermentation to Alcohols(0.75) | c58:Yeast Metabolite Biosynthesis(0.72) | c18:Polyketide Synthase Engineering(0.70) | c60:Microbial Phytochemical Biosynthesis(0.69) | c48:Non-Conventional Yeast Metabolic Engineering(0.68),MICROORGANISMS AND METHODS FOR PRODUCING UNSATURATED FATTY ACIDS | DELTA-8 DESATURASE AND ITS USE IN MAKING POLYUNSATURATED FATTY ACIDS | A MORTIERELLA ALPINA C16/18 FATTY ACID ELONGASE | Novel fatty acid desaturases and elongases and uses thereof | DELTA-5 DESATURASES AND THEIR USE IN MAKING POLYUNSATURATED FATTY ACIDS | Acyltransferases and Uses Thereof in Fatty Acid Production | Delta-5 desaturase and its use in making polyunsaturated fatty acids | DELTA-9 ELONGASES AND THEIR USE IN MAKING POLYUNSATURATED FATTY ACIDS | DELTA-8 DESATURASES AND THEIR USE IN MAKING POLYUNSATURATED FATTY ACIDS | DELTA 9 ELONGASES AND THEIR USE IN MAKING POLYUNSATURATED FATTY ACIDS
55,Nutrient Cycling Biosensors,Engineered microbes detecting and remediating nitrogen and phosphorus pollution in water and soil systems.,,110,16,91,3,project,False,"nitrite, polyphosphate, nitrate, cu sub, denitrification, nitrates, phosphorus, sulfide",c56:Heavy Metal Biosorption and Remediation(0.86) | c46:Psychobiotic Probiotic Engineering(0.83) | c37:Aromatic Hydrocarbon Bioremediation(0.81) | c74:Genetic Logic Circuits(0.81) | c7:Cyanobacterial Metabolic Engineering(0.79),"The Dirt Detective: A bioavailable phosphorus sensor powered by E. coli | Nitrogen Breaking"" Bacteria"" | Requiem for a Stream: From Ammonia Pollution to Energy Production via Denitrification | Portable low-cost bio-detector for dissolved oxygen, phosphorus or nitrogen in water | Monitro: An innovative nitrate biosensor for the early detection of eutrophication. | Solutions for our Soil  Engineering Nitrogen Fixing Bacteria with Oxygen Sensing Capabilities | Bristol BREATHE: BioReactor to Eliminate Atmospheric Threats to Health and the Environment | Nitrate Decomposer: decrease nitrate in soil with rhizobium | Phosphate removal and detection for wastewater treatment | Sewage, PD"
56,Heavy Metal Biosorption and Remediation,Engineered microbes expressing metallothioneins and metal-binding proteins for detecting and sequestering toxic heavy metals from contaminated environments.,,235,35,194,6,project,False,"cadmium, mercury, arsenic, copper ions, ree, metallothionein, metallidurans, merr",c55:Nutrient Cycling Biosensors(0.86) | c46:Psychobiotic Probiotic Engineering(0.79) | c37:Aromatic Hydrocarbon Bioremediation(0.78) | c40:Aptamer-Based Biosensors(0.78) | c74:Genetic Logic Circuits(0.77),Molecular Mining of Cadmium: Detecting and Binding Cadmium for Bioremediation | EcoLion - an E. coli collecting heavy metal ions in BMC | Lead it go: Heavy metal sequestration from regional contaminated waters using genetically engineered E.coli | Metalytic - Easy Automated Metal Biosensor | Investigation in toxic metal remediation using genetically modified probiotics | Integrated Heavy Metal Detection System | E. cologic: Arsenic biosensor and chelator with scalable silica-binding recovery system | nanoFactory: Recycling metal resources - Every particle matters! | Chococadmium: Tackling cadmium contamination in the Peruvian cacao industry | A  Modularized & Smart & Safe Machine for Heavy Metal Bioremediation
57,Microbial Bioremediation & Biochemical Production,Metabolic engineering of bacteria for environmental remediation and sustainable synthesis of specialty chemicals and aromatics.,possible merge with c63 (cos 0.94),121,118,0,3,paper,False,"bioleaching, biomining, halomonas, btex, aromatics, growth coupled, metallidurans, non food",c63:Lignocellulose Bioconversion to Biofuels(0.94) | c51:Streptomyces Natural Product Discovery(0.87) | c28:Synthetic Microbial Consortia(0.83) | c45:Site-Specific Recombinase Integration(0.82) | c48:Non-Conventional Yeast Metabolic Engineering(0.81),"Editorial: Synthetic biology for the sustainable production of biochemicals in engineered microbes | Advancement of Metabolic Engineering Assisted by Synthetic Biology | Metabolic engineering and synthetic biology for the environment: from perspectives of biodetection, bioremediation, and biomanufacturing | Synthetic Biology for Specialty Chemicals | Toward Engineering Synthetic Microbial Metabolism | Editorial: Innovative Strategies From Synthetic Biology and Bacterial Pathways to Master Biochemical Environmental Challenges | [Synthetic biology for metabolic engineering--a review]. | The Role of Synthetic Biology in the Design of Microbial Cell Factories for Biofuel Production | Bridging the gap between systems biology and synthetic biology | Synthetic and systems biology for microbial production of commodity chemicals"
58,Yeast Metabolite Biosynthesis,"Engineering Saccharomyces cerevisiae to produce high-value natural compounds including cosmetics, pharmaceuticals, and food ingredients.",,465,50,398,17,project,False,"astaxanthin, pinene, ginsenoside, skincare, pheromone, squalene, aflatoxin, pullulans",c59:Engineered Biocontrol Agents(0.87) | c46:Psychobiotic Probiotic Engineering(0.83) | c39:CRISPR Diagnostic Biosensors(0.78) | c44:Cellulose Degradation & Biomaterials(0.77) | c79:Light-Responsive Bacterial Circuits(0.77),"mCATNIP: microbial Compartmentalization AssisTed Nepetalactol Ingredient Production | Effective Biosynthesis of Cannabidiol via Saccharomyces cerevisiae | Save Coral Reefs at Risks: Synthesis of an eco-friendly bio-sunscreen by Saccharomyces cerevisiae. | iGEMINI, a coculture for food supplements production in space | Real-time Yeast Biosensor for Early Diagnosis | Eco-friendly sunscreen: MAAs+yeast extract | TUM-Brew: iGEM's first and finest SynBio Beer | Portable Progesterone Production in Yeast (PoPPY) | Aroma Anchor | Application of photoinducible promoter in the biosynthesis of patchoulol in yeast"
59,Engineered Biocontrol Agents,Synthetic biology approaches using engineered microbes and RNA interference to control agricultural plant pathogens and pests.,,154,14,139,1,project,False,"chitin, citrus, psyllid, termite, fusarium, mosquito, wilt, dsrna",c58:Yeast Metabolite Biosynthesis(0.87) | c46:Psychobiotic Probiotic Engineering(0.79) | c44:Cellulose Degradation & Biomaterials(0.79) | c39:CRISPR Diagnostic Biosensors(0.78) | c26:Recombinant Spider Silk Proteins(0.77),Xylencer - silencing Xylella fastidiosa | Fusarium Won't: A Biofungicidial Rhizobacteria to Persistently Protect Against Fusarium Wilt of Bananas | Engineering Escherichia coli Capable of Extracellular Secretion of Chitin Degradation Enzymes LbCHI31 and LbCHI32 | BerryVax: Taking biocontrol in berry crops to the next level | Engineering E. coli Capable of Extracellular Secretion of Chitin Degradation Enzymes | Chitinolytic Activity of Serratia Marcescens Chitinase in Response to Various Species of Pathological Fungi | Plastid-mediated RNA interference achieves efficient control of agricultural pests | Chitinite: Defending Fruit One Gene at a Time | Agrocapsi: An antimicrobial peptide and iRNA technology-based fungicide against wilting | BAC'ATTACK
60,Microbial Phytochemical Biosynthesis,"Heterologous production of plant-derived medicinal compounds (alkaloids, terpenoids, flavonoids) in bacterial and fungal hosts.",,131,111,3,17,paper,False,"steviol, flavonoids, miltiorrhiza, benzylisoquinoline, botanical, tcm, terpenoids, flavonoid",c51:Streptomyces Natural Product Discovery(0.88) | c48:Non-Conventional Yeast Metabolic Engineering(0.83) | c18:Polyketide Synthase Engineering(0.82) | c61:Plant Genetic Engineering Tools(0.78) | c63:Lignocellulose Bioconversion to Biofuels(0.77),"[Synthetic biology of plants-derived medicinal natural products]. | The Biosynthetic Pathways of Tanshinones and Phenolic Acids in Salvia miltiorrhiza | Engineering a microbial biosynthesis platform for de novo production of tropane alkaloids | Synthetic biology strategies toward heterologous phytochemical production | Carnosic acid biosynthesis elucidated by a synthetic biology platform | Recent progress and new perspectives for diterpenoid biosynthesis in medicinal plants | Biosynthesis Investigations of Terpenoid, Alkaloid, and Flavonoid Antimicrobial Agents Derived from Medicinal Plants | A bacterial platform for fermentative production of plant alkaloids | Production of Terpenoids by Synthetic Biology Approaches | [Research progress in synthetic biology of active compounds in Chinese medicinal plants]."
61,Plant Genetic Engineering Tools,"Synthetic biology methods and toolkits for plant transformation, including CRISPR, Golden Gate, and plastid engineering systems.",,448,305,70,73,paper,False,"plant synthetic, artemisinic, sl, transplastomic, plastid, artemisinic acid, biology plant, engineering plant",c6:Microalgal Chloroplast Engineering(0.80) | c41:Allopolyploid Genome Evolution(0.79) | c60:Microbial Phytochemical Biosynthesis(0.78) | c42:Synthetic Hexaploid Wheat Genomics(0.77) | c48:Non-Conventional Yeast Metabolic Engineering(0.74),"Transient expressions of synthetic biology in plants | Advancing Crop Transformation in the Era of Genome Editing | A BioBrick compatible strategy for genetic modification of plants | MISSA 2.0: an updated synthetic biology toolbox for assembly of orthogonal CRISPR/Cas systems | Synthetic developmental biology: molecular tools to re-design plant shoots and roots | Utilizing plant synthetic biology to accelerate plant-microbe interactions research | Plant synthetic biology: from knowledge to biomolecules | The HSP Terminator of Arabidopsis thaliana Increases Gene Expression in Plant Cells | A robust family of Golden Gate Agrobacterium vectors for plant synthetic biology | CRISPR screens in plants: approaches, guidelines, and future prospects"
62,Syngas Fermentation to Alcohols,Engineered microorganisms converting syngas and carbon monoxide into multi-carbon alcohols and biochemicals via anaerobic fermentation.,,259,43,5,211,patent,False,"succinic, acetogenic, butanediol, bdo, mdh, carbon monoxide, recombinant microorganisms, ol",c63:Lignocellulose Bioconversion to Biofuels(0.88) | c35:Polyhydroxyalkanoate Biopolymer Production(0.83) | c11:Corynebacterium glutamicum Amino Acid Production(0.81) | c57:Microbial Bioremediation & Biochemical Production(0.80) | c18:Polyketide Synthase Engineering(0.77),"Alcohol production process | ACETOLACTATE SYNTHASE HAVING 2-KETOISOVALERATE DECARBOXYLASE ACTIVITY AND USES THEREOF | Biological Conversion of Multi-Carbon Compounds from Methane | MICROORGANISMS AND METHODS FOR PRODUCTION OF 1,2-PROPANEDIOL AND ACETOL | BACTERIAL PRODUCTION OF METHYL KETONES | ENGINEERED MICROORGANISMS CAPABLE OF PRODUCING TARGET COMPOUNDS UNDER ANAEROBIC CONDITIONS | Microorganisms and methods for enhancing the availability of reducing equivalents in the presence of methanol, and for producing 3-hydroxyisobutyrate  | Methylbutanol as an advanced biofuel | BIOFUEL AND CHEMICAL PRODUCTION BY RECOMBINANT MICROORGANISMS VIA FERMENTATION OF PROTEINACIOUS BIOMASS | MUTANT METHYLGLYOXAL SYNTHASE (MGS) FOR THE PRODUCTION OF A BIOCHEMICAL BY FERMENTATION"
63,Lignocellulose Bioconversion to Biofuels,Metabolic engineering of bacteria for consolidated bioprocessing of lignocellulosic biomass into bioalcohols and biochemicals.,possible merge with c57 (cos 0.94),70,66,2,2,paper,False,"mobilis, komagataeibacter, zymomonas, zymomonas mobilis, isobutanol, isobutanol production, succinate, bc",c57:Microbial Bioremediation & Biochemical Production(0.94) | c62:Syngas Fermentation to Alcohols(0.88) | c51:Streptomyces Natural Product Discovery(0.83) | c48:Non-Conventional Yeast Metabolic Engineering(0.80) | c11:Corynebacterium glutamicum Amino Acid Production(0.80),"Metabolic Engineering for Production of Biorenewable Fuels and Chemicals: Contributions of Synthetic Biology | Engineering microorganisms for biofuel production | Consolidated Bioprocessing: Synthetic Biology Routes to Fuels and Fine Chemicals | Engineering Sugar Utilization and Microbial Tolerance toward Lignocellulose Conversion | Advances in consolidated bioprocessing systems for bioethanol and butanol production from biomass: a comprehensive review | System metabolic engineering of Escherichia coli W for the production of 2-ketoisovalerate using unconventional feedstock | Enzymes, <i>In Vivo</i> Biocatalysis, and Metabolic Engineering for Enabling a Circular Economy and Sustainability | Efficiency of acetate-based isopropanol synthesis in Escherichia coli W is controlled by ATP demand | Synthetic Biology and Metabolic Engineering Employing Escherichia coli for C2–C6 Bioalcohol Production | Death by a thousand cuts: the challenges and diverse landscape of lignocellulosic hydrolysate inhibitors"
64,Bacterial Promoter Engineering,Design and characterization of synthetic bacterial promoters for tunable transcriptional control in genetic circuits.,,137,125,6,6,paper,False,"logic circuit, sup sub, 10 35, sequential logic, σ70, translational coupling, dsrna, transcriptional logic",c65:Genetic Circuit Dynamics(0.87) | c36:Transcription Factor Biosensors(0.86) | c33:Modular DNA Assembly Standards(0.82) | c45:Site-Specific Recombinase Integration(0.81) | c53:SBOL Data Standards and Markup(0.80),"Reducing DNA context dependence in bacterial promoters | Programming gene expression with combinatorial promoters | Characterization of Intrinsic Properties of Promoters | Topologies of synthetic gene circuit for optimal fold change activation | Rationally designed bidirectional promoter improves the evolutionary stability of synthetic genetic circuits | Multiplexed characterization of rationally designed promoter architectures deconstructs combinatorial logic for IPTG-inducible systems | Design, construction and characterization of a set of insulated bacterial promoters | Genetic circuits in synthetic biology: broadening the toolbox of regulatory devices | Obtaining a Panel of Cascade Promoter-5′-UTR Complexes in <i>Escherichia coli</i> | Tuning the dynamic range of bacterial promoters regulated by ligand-inducible transcription factors"
65,Genetic Circuit Dynamics,"Theoretical analysis and design of synthetic gene networks exhibiting multistability, oscillations, and dynamical systems behavior.",,374,362,4,8,paper,False,"genetic toggle, multistability, repressilator, noises, figure supplement, bistability, bifurcation, dynamical",c64:Bacterial Promoter Engineering(0.87) | c53:SBOL Data Standards and Markup(0.78) | c12:Mammalian Gene Circuit Engineering(0.76) | c36:Transcription Factor Biosensors(0.76) | c28:Synthetic Microbial Consortia(0.73),Designer gene networks: Towards fundamental cellular control | Delay-Induced Degrade-and-Fire Oscillations in Small Genetic Circuits | A geometric and structural approach to the analysis and design of biological circuit dynamics: a theory tailored for synthetic biology | Combined Model of Intrinsic and Extrinsic Variability for Computational Network Design with Application to Synthetic Biology | Frequency domain analysis of noise in autoregulated gene circuits | Comparison between Effects of Retroactivity and Resource Competition upon Change in Downstream Reporter Genes of Synthetic Genetic Circuits | A Synthetic Biology Approach to Understanding Cellular Information Processing | Build to understand: synthetic approaches to biology | A genetic timer through noise-induced stabilization of an unstable state | Growth-rate-dependent dynamics of a bacterial genetic oscillator
66,Peptide-Based Cell Targeting,"Engineered synthetic peptides for cell adhesion, migration inhibition, and receptor-mediated delivery to tumor and vascular cells.",,119,72,3,44,paper,False,"heparin, pdf pubmed, pubmed scopus, biol chem, text pdf, scopus, text text, rgd",c52:miRNA-Based Cancer Immunotherapy(0.85) | c16:Engineered Antibody Design(0.82) | c20:Synthetic ECM Scaffolds for Stem Cell Differentiation(0.82) | c71:Synthetic Cannabinoids Cell Signaling(0.80) | c68:CAR-T Cell Engineering(0.79),"An engineered substance P variant for receptor-mediated delivery of synthetic antibodies into tumor cells | Synthetic D-amino acid peptide inhibits tumor cell motility on laminin-5 | Methods and compositions related to internalizing RGD peptides | A synthetic peptide from the heparin-binding domain III (repeats III4-5) of fibronectin promotes stress-fibre and focal-adhesion formation in melanoma | Synthetic peptides inhibit adhesion of human tumor cells to extracellular matrix proteins. | The minimum element of a synthetic peptide required to block prostate tumor cell migration | EFFICIENT GENE DELIVERY TO VASCULAR SMOOTH MUSCLE CELLS USING A NONTOXIC, SYNTHETIC PEPTIDE VECTOR SYSTEM TARGETED TO MEMBRANE INTEGRINS: A FIRST STEP | Two new synthetic peptides from the N‐domain of CEACAM1 (CD66a) stimulate neutrophil adhesion to endothelial cells | Synthetic Peptides Derived from the Angiostatin K4 Domain Inhibit Endothelial Cell Migration | PEPTIDE FOR INHIBITING VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR"
67,Viral Vector Vaccine Development,"Engineered live attenuated and recombinant viruses as vaccine platforms against influenza, coronavirus, and dengue.",,197,85,21,91,patent,False,"influenza viruses, denv, bat, influenza, dengue, sars cov, ns3, influenza virus",c68:CAR-T Cell Engineering(0.74) | c16:Engineered Antibody Design(0.74) | c52:miRNA-Based Cancer Immunotherapy(0.70) | c32:Synthetic XNA and Unnatural Bases(0.70) | c12:Mammalian Gene Circuit Engineering(0.70),Live attenuated Coronavirus vaccines | RECOMBINANT INFLUENZA VIRUS VECTORS AND USES THEREOF | INFLUENZA VIRUSES AND USES THEREOF | VLP BASED INFLUENZA VACCINE DELIVERY SYSTEM | CHIMERIC NEWCASTLE DISEASE VIRUSES PRESENTING NON-NATIVE SURFACE PROTEINS AND USES THEREOF | Synthetically derived bat influenza A-like viruses reveal a cell type- but not species-specific tropism | Methods and compositions for infectious cDNA of SARS coronavirus | Characterization of Uncultivable Bat Influenza Virus Using a Replicative Synthetic Virus | Influenza virus vaccines and uses thereof | Flu vaccines and methods of use thereof
68,CAR-T Cell Engineering,Synthetic engineering of T cells with chimeric antigen receptors for adoptive immunotherapy against cancer and viral infections.,,372,322,1,49,paper,False,"mhc, cell epitopes, tcr, dcs, cell epitope, adoptive, cd4 cells, cd4",c66:Peptide-Based Cell Targeting(0.79) | c16:Engineered Antibody Design(0.75) | c12:Mammalian Gene Circuit Engineering(0.75) | c67:Viral Vector Vaccine Development(0.74) | c52:miRNA-Based Cancer Immunotherapy(0.73),Synthetic glycolipid activators of natural killer T cells as immunotherapeutic agents | Chimeric Antigen Receptor Therapy | Building on Synthetic Immunology and T Cell Engineering: A Brief Journey Through the History of Chimeric Antigen Receptors | Adoptive cellular therapy: A race to the finish line | Cytotoxic CD8+ T cells in cancer and cancer immunotherapy | A Synthetic CD8α:MyD88 Coreceptor Enhances CD8+ T-cell Responses to Weakly Immunogenic and Lowly Expressed Tumor Antigens | Enhanced maturation and functional capacity of monocyte‐derived immature dendritic cells by the synthetic immunomodulator Murabutide | T cell engineering as therapy for cancer and HIV: our synthetic future | Minimal costimulatory requirements for T cell priming and TH1 differentiation: activation of naive human T lymphocytes by tumor cells armed with bifun | pDCs efficiently process synthetic long peptides to induce functional virus‐ and tumour‐specific T‐cell responses
69,PARP Inhibitor Synthetic Lethality,Cancer treatment strategy exploiting synthetic lethal interactions between PARP inhibitors and DNA repair pathway deficiencies.,,285,278,2,5,paper,False,"parp, atr, synthetic lethal, synthetic lethality, brca1, pten, sl, olaparib",c72:Synthetic Triterpenoid Apoptosis Induction(0.84) | c73:Synthetic Retinoids for Cancer Apoptosis(0.81) | c12:Mammalian Gene Circuit Engineering(0.81) | c13:CRISPR-Cas9 Genome Editing(0.75) | c52:miRNA-Based Cancer Immunotherapy(0.75),A synthetic lethal dependency on casein kinase 2 in response to replication-perturbing therapeutics in RB1-deficient cancer cells | The synthetic lethality of targeting cell cycle checkpoints and PARPs in cancer treatment | PARP Inhibition Increases the Reliance on ATR/CHK1 Checkpoint Signaling Leading to Synthetic Lethality—An Alternative Treatment Strategy for Epithelia | The synthetic lethal killing of RAD54B-deficient colorectal cancer cells by PARP1 inhibition is enhanced with SOD1 inhibition | Candidate synthetic lethality partners to PARP inhibitors in the treatment of ovarian clear cell cancer | THZ531 Induces a State of BRCAness in Multiple Myeloma Cells: Synthetic Lethality with Combination Treatment of THZ 531 with DNA Repair Inhibitors | A Synthetic Lethal Therapeutic Approach: Poly(ADP) Ribose Polymerase Inhibitors for the Treatment of Cancers Deficient in DNA Double-Strand Break Repa | CHK1 Inhibition Is Synthetically Lethal with Loss of B-Family DNA Polymerase Function in Human Lung and Colorectal Cancer Cells | A Functional Cancer Genomics Screen Identifies a Druggable Synthetic Lethal Interaction between <i>MSH3</i> and <i>PRKDC</i> | ATR Pathway Inhibition Is Synthetically Lethal in Cancer Cells with ERCC1 Deficiency
70,Synthetic Biology Design Tools,"Software platforms and computational tools for designing, searching, and optimizing synthetic biology parts and circuits.",,60,2,56,2,project,False,"biomaster, item, search engine, literatures, engine, music, bricks, partsregistry",c74:Genetic Logic Circuits(0.83) | c79:Light-Responsive Bacterial Circuits(0.82) | c0:Orthogonal Genetic Algorithm Optimization(0.76) | c46:Psychobiotic Probiotic Engineering(0.76) | c58:Yeast Metabolite Biosynthesis(0.74),BioDesigner | BioHub | S-DINSearch engine and Design platform for Inspiration with Network analysis. | Nebula | BioDesigner Dolphin | Circuit+ | CO-RAD：Collaborative optimization platform with recommendation，analysis and design | CAST (Computer Aided Synbio Tool)- An Integrated Tool for Synthetic Biology | BioSearch-An iPhone App for Partsregistry | Biocompass: The Maze Runner
