id,rep_patent,title,abstract,text,has_abstract
156y465cm5t5x3873q72dk4h1j5n2jsk21,US8187825,THIOL DETECTION METHOD,"It is an object of the present invention to provide: a novel thiol-detecting reagent, which can be used in vivo and which solves the problem regarding the generation of background fluorescence due to hydrolysis; and a method for detecting thiol using the aforementioned reagent. The present invention provides a compound represented by the following formula (1): wherein each R 2 independently represents an alkyl group containing 1 to 6 carbon atoms, a halogen atom, or a hydrogen atom.","THIOL DETECTION METHOD. It is an object of the present invention to provide: a novel thiol-detecting reagent, which can be used in vivo and which solves the problem regarding the generation of background fluorescence due to hydrolysis; and a method for detecting thiol using the aforementioned reagent. The present invention provides a compound represented by the following formula (1): wherein each R 2 independently represents an alkyl group containing 1 to 6 carbon atoms, a halogen atom, or a hydrogen atom",True
5h5es5j2a6j1u692u151q1p2e172l2qc2d4w6z,US8871899,CONTROL OF VIRAL-HOST MEMBRANE FUSION WITH HYDROGEN BOND SURROGATE-BASED ARTIFICIAL HELICES,"The present invention relates to a peptide having one or more stable, internally-constrained HBS &#x3b1;-helices, where the peptide mimics at least a portion of a class I C-peptide helix or at least a portion of a class I N-peptide helix of a viral (e.g., HIV-I) coiled-coil assembly. Methods of inhibiting viral infectivity of a subject by administering these peptides are also disclosed.","CONTROL OF VIRAL-HOST MEMBRANE FUSION WITH HYDROGEN BOND SURROGATE-BASED ARTIFICIAL HELICES. The present invention relates to a peptide having one or more stable, internally-constrained HBS &#x3b1;-helices, where the peptide mimics at least a portion of a class I C-peptide helix or at least a portion of a class I N-peptide helix of a viral (e.g., HIV-I) coiled-coil assembly. Methods of inhibiting viral infectivity of a subject by administering these peptides are also disclosed",True
2e71215g5ic6712k4p2o1l5v47o6m6r726k3c,US8703073,RECONFIGURABLE LITHOGRAPHIC STRUCTURES,"A lithographically structured device has an actuation layer and a control layer operatively connected to the actuation layer. The actuation layer includes a stress layer and a neutral layer that is constructed of materials and with a structure such that it stores torsional energy upon being constructed. The control layer is constructed to maintain the actuation layer substantially in a first configuration in a local environmental condition and is responsive to a change in the local environmental condition such that it permits a release of stored torsional energy to cause a change in a structural configuration of the lithographically structured device to a second configuration, the control layer thereby providing a trigger mechanism. The lithographically structured device has a maximum dimension that is less than about 10 mm when it is in the second configuration.","RECONFIGURABLE LITHOGRAPHIC STRUCTURES. A lithographically structured device has an actuation layer and a control layer operatively connected to the actuation layer. The actuation layer includes a stress layer and a neutral layer that is constructed of materials and with a structure such that it stores torsional energy upon being constructed. The control layer is constructed to maintain the actuation layer substantially in a first configuration in a local environmental condition and is responsive to a change in the local environmental condition such that it permits a release of stored torsional energy to cause a change in a structural configuration of the lithographically structured device to a second configuration, the control layer thereby providing a trigger mechanism. The lithographically structured device has a maximum dimension that is less than about 10 mm when it is in the second configuration",True
5b532c3t5k6o4k3r4z506c3h3r3k111i654p392f,US8119378,MICROBIAL ALCOHOL PRODUCTION PROCESS,"The invention relates to the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to processes for the production of alcohols from their corresponding acids in the presence of a substrate comprising CO. In particular embodiments, a fermentation reaction producing acid(s) and optionally alcohol(s) is perturbed such that at least a portion one or more of acid(s) is converted to alcohol.","MICROBIAL ALCOHOL PRODUCTION PROCESS. The invention relates to the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to processes for the production of alcohols from their corresponding acids in the presence of a substrate comprising CO. In particular embodiments, a fermentation reaction producing acid(s) and optionally alcohol(s) is perturbed such that at least a portion one or more of acid(s) is converted to alcohol",True
216q1l6z422y625e1k6w50359y3yvb4i4n2d,US8852886,HOST CELLS AND METHODS OF PRODUCING DISULFIDE BOND CONTAINING PROTEINS,"The invention provides for genetically modified Bacillus host cells having decreased cytoplasmic reductase activity, such as decreased TrxA activity, and a nucleic acid encoding a heterologous Staphylococcal oxidase. The invention also provides for methods of producing di-sulfide bond containing proteins using the host cells of the invention and methods of improving protein folding using the host cell of the invention.","HOST CELLS AND METHODS OF PRODUCING DISULFIDE BOND CONTAINING PROTEINS. The invention provides for genetically modified Bacillus host cells having decreased cytoplasmic reductase activity, such as decreased TrxA activity, and a nucleic acid encoding a heterologous Staphylococcal oxidase. The invention also provides for methods of producing di-sulfide bond containing proteins using the host cells of the invention and methods of improving protein folding using the host cell of the invention",True
52e732v344v2y5v1e5l575u404j2y521m5g5o67,US8802027,"SURFACES, INCLUDING MICROFLUIDIC CHANNELS, WITH CONTROLLED WETTING PROPERTIES","The present invention generally relates to coating materials, including photoactive coating materials. In some aspects of the invention, a sol-gel is provided that can be formed as a coating on a microfluidic channel. One or more portions of the sol-gel can be reacted to alter its hydrophobicity, in some cases. For instance, in one set of embodiments, a portion of the sol-gel may be exposed to light, such as ultraviolet light, which can be used to induce a chemical reaction in the sol-gel that alters its hydrophobicity. In one set of embodiments, the sol-gel can include a photoinitiator, that upon exposure to light, produces radicals. Optionally, the photoinitiator may be conjugated to a silane or other material within the sol-gel. The radicals so produced may be used to cause a polymerization reaction to occur on the surface of the sol-gel, thus altering the hydrophobicity of the surface. In some cases, various portions may be reacted or left unreacted, e.g., by controlling exposure to light (for instance, using a mask). Such treated surfaces within a microfluidic channel may be useful in a wide variety of applications, for instance, in the creation of emulsions such as multiple emulsions.","SURFACES, INCLUDING MICROFLUIDIC CHANNELS, WITH CONTROLLED WETTING PROPERTIES. The present invention generally relates to coating materials, including photoactive coating materials. In some aspects of the invention, a sol-gel is provided that can be formed as a coating on a microfluidic channel. One or more portions of the sol-gel can be reacted to alter its hydrophobicity, in some cases. For instance, in one set of embodiments, a portion of the sol-gel may be exposed to light, such as ultraviolet light, which can be used to induce a chemical reaction in the sol-gel that alters its hydrophobicity. In one set of embodiments, the sol-gel can include a photoinitiator, that upon exposure to light, produces radicals. Optionally, the photoinitiator may be conjugated to a silane or other material within the sol-gel. The radicals so produced may be used to cause a polymerization reaction to occur on the surface of the sol-gel, thus altering the hydrophobicity of the surface. In some cases, various portions may be reacted or left unreacted, e.g., by controlling exposure to light (for instance, using a mask). Such treated surfaces within a microfluidic channel may be useful in a wide variety of applications, for instance, in the creation of emulsions such as multiple emulsions",True
v53a4b1g40w45263k466hr5x6u4l73201s6y,US8569023,PRODUCING DICARBOXYLIC ACIDS USING POLYKETIDE SYNTHASES,"The present invention provides for a polyketide synthase (PKS) capable of synthesizing a dicarboxylic acid (diacid). Such diacids include diketide-diacids and triketide-diacids. The invention includes recombinant nucleic acid encoding the PKS, and host cells comprising the PKS. The invention also includes methods for producing the diacids.","PRODUCING DICARBOXYLIC ACIDS USING POLYKETIDE SYNTHASES. The present invention provides for a polyketide synthase (PKS) capable of synthesizing a dicarboxylic acid (diacid). Such diacids include diketide-diacids and triketide-diacids. The invention includes recombinant nucleic acid encoding the PKS, and host cells comprising the PKS. The invention also includes methods for producing the diacids",True
3l2t6o6v6q65145p6k5l4o646v3w1u1f4k4r2n52,US9068282,SYSTEM AND METHOD FOR MAKING BIOMATERIAL STRUCTURES,"A system and method for making a biomaterial device includes a support structure providing a shape for a biomaterial device. At least one applicator has a supply of biomaterial solution and is positioned along the support structure. The at least one applicator forms a biomaterial fiber by applying shear force to the biomaterial solution and delivering the biomaterial fiber to the support structure. A controller causes relative movement between the support structure and the at least one applicator, and the biomaterial fiber is arranged on the support structure according to the relative movement to form the biomaterial device. The biomaterial may be silk fibroin which may be wound onto a reciprocating and rotating mandrel. Control over the properties of the biomaterial device is achieved through appropriate selection of material processing, winding strategy, and post-winding processing.","SYSTEM AND METHOD FOR MAKING BIOMATERIAL STRUCTURES. A system and method for making a biomaterial device includes a support structure providing a shape for a biomaterial device. At least one applicator has a supply of biomaterial solution and is positioned along the support structure. The at least one applicator forms a biomaterial fiber by applying shear force to the biomaterial solution and delivering the biomaterial fiber to the support structure. A controller causes relative movement between the support structure and the at least one applicator, and the biomaterial fiber is arranged on the support structure according to the relative movement to form the biomaterial device. The biomaterial may be silk fibroin which may be wound onto a reciprocating and rotating mandrel. Control over the properties of the biomaterial device is achieved through appropriate selection of material processing, winding strategy, and post-winding processing",True
186w1628e26471h3q464xy434g2a6c73403ht,US8629283,"COMPOUNDS THAT MODULATE NEGATIVE-SENSE, SINGLE-STRANDED RNA VIRUS REPLICATION AND USES THEREOF","The present invention relates to compounds that modulate the replication of negative-sense, single-stranded RNA viruses, such as influenza virus, and the use of such compounds. The invention relates to methods for increasing the titer of negative-sense, single-stranded RNA viruses, such as influenza virus, in substrates for virus propagation (e.g., tissue culture). The invention also relates to the use of compounds that decrease virus replication as antiviral agents. The invention further relates to methods for identifying compounds that modulate the replication of negative-sense, single-stranded RNA viruses, in particular, influenza virus.","COMPOUNDS THAT MODULATE NEGATIVE-SENSE, SINGLE-STRANDED RNA VIRUS REPLICATION AND USES THEREOF. The present invention relates to compounds that modulate the replication of negative-sense, single-stranded RNA viruses, such as influenza virus, and the use of such compounds. The invention relates to methods for increasing the titer of negative-sense, single-stranded RNA viruses, such as influenza virus, in substrates for virus propagation (e.g., tissue culture). The invention also relates to the use of compounds that decrease virus replication as antiviral agents. The invention further relates to methods for identifying compounds that modulate the replication of negative-sense, single-stranded RNA viruses, in particular, influenza virus",True
2h5n4261p32i5k1v2s1y572l1p4o2et2m4n6k,US9040073,SILK POLYMER-BASED ADENOSINE RELEASE: THERAPEUTIC POTENTIAL FOR EPILEPSY,"The invention provides formulations comprising adenosine in a silk fibroin-based, sustained-release delivery system. The formulations provide sustained, focal release of adenosine at therapeutic levels for the treatment of epilepsy and/or the prevention of epileptogenesis.","SILK POLYMER-BASED ADENOSINE RELEASE: THERAPEUTIC POTENTIAL FOR EPILEPSY. The invention provides formulations comprising adenosine in a silk fibroin-based, sustained-release delivery system. The formulations provide sustained, focal release of adenosine at therapeutic levels for the treatment of epilepsy and/or the prevention of epileptogenesis",True
4352202e5i5d1w5422616i2d6y26j1m71246w3t,US9790550,ASTHMA SUSCEPTIBILITY LOCI LOCATED AT CHROMOSOME 1q31 FOR USE IN DIAGNOSTIC AND THERAPEUTIC METHODS,Methods and composition are provided for diagnosing pediat&#x3c0;c onset asthma based on the single nucleotide polymorphism on chromosome 1q31 wherein said single nucleotide polymorphism is set forth in Table 2 or Table 6 of the instant invention Method and composition are also provided for treating and preventing asthma or other inflammatory conditions in a patient in need thereof comp&#x3c0;sing administering an effective amount of an at least one inhibitor which reduces the expression of DENND1 B gene product.,ASTHMA SUSCEPTIBILITY LOCI LOCATED AT CHROMOSOME 1q31 FOR USE IN DIAGNOSTIC AND THERAPEUTIC METHODS. Methods and composition are provided for diagnosing pediat&#x3c0;c onset asthma based on the single nucleotide polymorphism on chromosome 1q31 wherein said single nucleotide polymorphism is set forth in Table 2 or Table 6 of the instant invention Method and composition are also provided for treating and preventing asthma or other inflammatory conditions in a patient in need thereof comp&#x3c0;sing administering an effective amount of an at least one inhibitor which reduces the expression of DENND1 B gene product,True
47173r1p3b5l2t2n182y1u2m2h641s5i03x40,US8622987,"THE CHEMISTRODE: A PLUG-BASED MICROFLUIDIC DEVICE AND METHOD FOR STIMULATION AND SAMPLING WITH HIGH TEMPORAL, SPATIAL, AND CHEMICAL RESOLUTION",A method for sampling and/or introducing a matter to an environment comprises introducing a first array of plugs through a first microchannel of a device into an exchange region of the device in which mass transport between the environment and the plug fluid of at least one plug in the first array of plugs occurs and a second array of plugs is formed. The exchange region is in fluid communication with the first microchannel. The method further comprises directing the second array of plugs into a second microchannel downstream of and in fluid communication with the exchange region.,"THE CHEMISTRODE: A PLUG-BASED MICROFLUIDIC DEVICE AND METHOD FOR STIMULATION AND SAMPLING WITH HIGH TEMPORAL, SPATIAL, AND CHEMICAL RESOLUTION. A method for sampling and/or introducing a matter to an environment comprises introducing a first array of plugs through a first microchannel of a device into an exchange region of the device in which mass transport between the environment and the plug fluid of at least one plug in the first array of plugs occurs and a second array of plugs is formed. The exchange region is in fluid communication with the first microchannel. The method further comprises directing the second array of plugs into a second microchannel downstream of and in fluid communication with the exchange region",True
t5l5p6v6i1f1t63c194r4s5vj1n2d1t2u5x25,US8586303,POLYMERASE INCORPORATION OF NON-STANDARD NUCLEOTIDES,"This invention enables processes for extracting from a mixture of oligonucleotide molecules individuals that bind to a preselected target (aptamers) or catalyze a preselected reaction (xNAzymes) that contain one or more non-standard nucleotides. These pair with their complements in a Watson-Crick geometry with a pattern of hydrogen bonds different from that pairing adenine and thymine, and guanine and cytosine. The processes comprise (a) obtaining this mixture containing non-standard nucleotides within preselected regions, (b) contacting the mixture with a preselected target or one or more reactants for the reaction whose catalysis is desired, (c) separating oligonucleotides having a greater affinity to the target or catalytic effectiveness from the remainder that have less affinity or catalytic effectiveness, and (d) amplifying the separated oligonucleotides. The process exploits PCR conditions that amplify oligonucleotides with less than 5% loss of the non-standard nucleotide per cycle, and processes to determine the sequences of the amplified oligonucleotides.","POLYMERASE INCORPORATION OF NON-STANDARD NUCLEOTIDES. This invention enables processes for extracting from a mixture of oligonucleotide molecules individuals that bind to a preselected target (aptamers) or catalyze a preselected reaction (xNAzymes) that contain one or more non-standard nucleotides. These pair with their complements in a Watson-Crick geometry with a pattern of hydrogen bonds different from that pairing adenine and thymine, and guanine and cytosine. The processes comprise (a) obtaining this mixture containing non-standard nucleotides within preselected regions, (b) contacting the mixture with a preselected target or one or more reactants for the reaction whose catalysis is desired, (c) separating oligonucleotides having a greater affinity to the target or catalytic effectiveness from the remainder that have less affinity or catalytic effectiveness, and (d) amplifying the separated oligonucleotides. The process exploits PCR conditions that amplify oligonucleotides with less than 5% loss of the non-standard nucleotide per cycle, and processes to determine the sequences of the amplified oligonucleotides",True
352l54433x5a3t656052576w2y5f4vx1u32o3,US9909146,PRODUCTION OF ALKENES BY ENZYMATIC DECARBOXYLATION OF 3-HYDROXYALKANOIC ACIDS,"The present invention relates to a method for generating alkenes biologically. It relates more particularly to a method for producing terminal alkenes by enzymatic decarboxylation of 3-hydroxyalkanoate molecules. The invention also relates to the enzymatic systems and the microbial strains used, and also to the products obtained.","PRODUCTION OF ALKENES BY ENZYMATIC DECARBOXYLATION OF 3-HYDROXYALKANOIC ACIDS. The present invention relates to a method for generating alkenes biologically. It relates more particularly to a method for producing terminal alkenes by enzymatic decarboxylation of 3-hydroxyalkanoate molecules. The invention also relates to the enzymatic systems and the microbial strains used, and also to the products obtained",True
6s395e295xs46a6r1q3uh2f5d10363m50481t,US8748111,MULTIPLEXED OLFACTORY RECEPTOR-BASED MICROSURFACE PLASMON POLARITON DETECTOR,"The invention provides a bio-sensing nanodevice comprising: a stabilized G-protein coupled receptor on a support, a real time receptor-ligand binding detection method, a test composition delivery system and a test composition recognition program. The G-protein coupled receptor can be stabilized using surfactant peptide. The nanodevice provides a greater surface area for better precision and sensitivity to odorant detection. The invention further provides a microfluidic chip containing a stabilized G-protein coupled receptor immobilized on a support, and arranged in at least two dimensional microarray system. The invention also provides a method of delivering odorant comprising the step of manipulating the bubbles in complex microfluidic networks wherein the bubbles travel in a microfluidic channel carrying a variety of gas samples to a precise location on a chip. The invention further provides method of fabricating hOR17-4 olfactory receptor.","MULTIPLEXED OLFACTORY RECEPTOR-BASED MICROSURFACE PLASMON POLARITON DETECTOR. The invention provides a bio-sensing nanodevice comprising: a stabilized G-protein coupled receptor on a support, a real time receptor-ligand binding detection method, a test composition delivery system and a test composition recognition program. The G-protein coupled receptor can be stabilized using surfactant peptide. The nanodevice provides a greater surface area for better precision and sensitivity to odorant detection. The invention further provides a microfluidic chip containing a stabilized G-protein coupled receptor immobilized on a support, and arranged in at least two dimensional microarray system. The invention also provides a method of delivering odorant comprising the step of manipulating the bubbles in complex microfluidic networks wherein the bubbles travel in a microfluidic channel carrying a variety of gas samples to a precise location on a chip. The invention further provides method of fabricating hOR17-4 olfactory receptor",True
611i323a2r3m4h4a3z6t6d6um2g401qlb4lp,US8771679,PRODRUG ACTIVATION IN CANCER CELLS USING MOLECULAR SWITCHES,"The present invention features a novel protein engineering strategy by combining the domains of two independent proteins into a molecular switch. The invention features polypeptides comprising a prodrug activating enzyme and a protein that binds a cancer specific marker, polynucleotides encoding the polypeptides, and molecular switches for converting a prodrug into a toxin, comprising the polypeptides. The invention also features methods for converting a prodrug into a toxin, methods for treating cancer, and methods for making the molecular switches, as well as kits.","PRODRUG ACTIVATION IN CANCER CELLS USING MOLECULAR SWITCHES. The present invention features a novel protein engineering strategy by combining the domains of two independent proteins into a molecular switch. The invention features polypeptides comprising a prodrug activating enzyme and a protein that binds a cancer specific marker, polynucleotides encoding the polypeptides, and molecular switches for converting a prodrug into a toxin, comprising the polypeptides. The invention also features methods for converting a prodrug into a toxin, methods for treating cancer, and methods for making the molecular switches, as well as kits",True
52u455151324mf52372w24251f1o6w6s332p3f,US8871469,SELF-AVOIDING MOLECULAR RECOGNITION SYSTEMS IN DNA AMPLIFICATION,"This invention concerns self-avoiding molecular recognition systems (SAMRS), compositions that bind to natural DNA and RNA, but do not bind to compositions at sites that incorporate other SAMRS components, and processes dependent on them. Their utility is shown by discoveries that DNA polymerases accept these compositions as primers and templates, where standard triphosphates are added to primers containing SAMRS components, and added opposite to SAMRS components in the template. A critical mass of data are provided in 16 examples to provide first-generation heuristic rules to permit design of SAMRS sequences can be used as primers and templates that are accepted by DNA polymerases. The presently preferred primers are at least 12 nucleotide units in length, and more preferably between 15 and 30 nucleotides in length. Also preferred are chimeric primers that have standard nucleotides in their 5&#x2032;-segments, and SAMRS nucleotides in their 3&#x2032;-segments, and in multiplexed priming.","SELF-AVOIDING MOLECULAR RECOGNITION SYSTEMS IN DNA AMPLIFICATION. This invention concerns self-avoiding molecular recognition systems (SAMRS), compositions that bind to natural DNA and RNA, but do not bind to compositions at sites that incorporate other SAMRS components, and processes dependent on them. Their utility is shown by discoveries that DNA polymerases accept these compositions as primers and templates, where standard triphosphates are added to primers containing SAMRS components, and added opposite to SAMRS components in the template. A critical mass of data are provided in 16 examples to provide first-generation heuristic rules to permit design of SAMRS sequences can be used as primers and templates that are accepted by DNA polymerases. The presently preferred primers are at least 12 nucleotide units in length, and more preferably between 15 and 30 nucleotides in length. Also preferred are chimeric primers that have standard nucleotides in their 5&#x2032;-segments, and SAMRS nucleotides in their 3&#x2032;-segments, and in multiplexed priming",True
3c20i2k2y2a6k5130g6d74a2q5ib9524h6u,US8617854,METHOD FOR PRODUCING OPTICALLY ACTIVE ALCOHOLS,"The present invention relates to a multi-stage process for producing substituted, optically active alcohols, comprising an enzyme-catalyzed synthesis step, in particular a synthesis step which is catalyzed by an alcohol dehydrogenase. The inventive method is particularly suitable for producing phenylephrine, i.e. 3-[(1R)-1-hydroxy-2-methylamino-ethyl]-phenol.","METHOD FOR PRODUCING OPTICALLY ACTIVE ALCOHOLS. The present invention relates to a multi-stage process for producing substituted, optically active alcohols, comprising an enzyme-catalyzed synthesis step, in particular a synthesis step which is catalyzed by an alcohol dehydrogenase. The inventive method is particularly suitable for producing phenylephrine, i.e. 3-[(1R)-1-hydroxy-2-methylamino-ethyl]-phenol",True
6q6m2jw3k3c52a2v5k675l4s3ahj1o393h5v,US8440811,NOVEL DNA NANOSTRUCTURES THAT PROMOTE CELL-CELL INTERACTION AND USE THEREOF,"The present invention provides a ligand-nucleic acid nanostructure that promotes cell-cell interaction. Specially, the invention provides a ligand-nucleic acid nanostructure for treating tumor in a mammal. The methods of using and making the composition comprising a ligand-nucleic acid nanostructure are also provided.","NOVEL DNA NANOSTRUCTURES THAT PROMOTE CELL-CELL INTERACTION AND USE THEREOF. The present invention provides a ligand-nucleic acid nanostructure that promotes cell-cell interaction. Specially, the invention provides a ligand-nucleic acid nanostructure for treating tumor in a mammal. The methods of using and making the composition comprising a ligand-nucleic acid nanostructure are also provided",True
38524i5l4v6v3u354462115z60721e513n4mv70,US9745587,NOVEL NUCLEIC ACID CONSTRUCTS CONTAINING ORTHOGONAL SITE SELECTIVE RECOMBINASES (OSSRs),"The present invention provides for a recombinant nucleic acid comprising a nucleotide sequence comprising a plurality of constructs, wherein each construct independently comprises a nucleotide sequence of interest flanked by a pair of recombinase recognition sequences. Each pair of recombinase recognition sequences is recognized by a distinct recombinase. Optionally, each construct can, independently, further comprise one or more genes encoding a recombinase capable of recognizing the pair of recombinase recognition sequences of the construct. The recombinase can be an orthogonal (non-cross reacting), site-selective recombinase (OSSR).","NOVEL NUCLEIC ACID CONSTRUCTS CONTAINING ORTHOGONAL SITE SELECTIVE RECOMBINASES (OSSRs). The present invention provides for a recombinant nucleic acid comprising a nucleotide sequence comprising a plurality of constructs, wherein each construct independently comprises a nucleotide sequence of interest flanked by a pair of recombinase recognition sequences. Each pair of recombinase recognition sequences is recognized by a distinct recombinase. Optionally, each construct can, independently, further comprise one or more genes encoding a recombinase capable of recognizing the pair of recombinase recognition sequences of the construct. The recombinase can be an orthogonal (non-cross reacting), site-selective recombinase (OSSR)",True
1m1c72453w6f1g5w2x6j6vwr342s2f5uw201r,US8642536,METHOD OF MAKING BIOLOGICALLY ACTIVE ALPHA-BETA PEPTIDES,"Described is a method of fabricating biologically active, unnatural polypeptides. The method includes the steps of selecting a biologically active polypeptide or biologically active fragment thereof having an amino acid sequence comprising &#x3b1;-amino acid residues, and fabricating a synthetic polypeptide that has an amino acid sequence that corresponds to the sequence of the biologically active polypeptide, but wherein about 14% to about 50% of the &#x3b1;-amino acid residues found in the biologically active polypeptide or fragment of step (a) are replaced with &#x3b2;-amino acid residues, and the &#x3b1;-amino acid residues are distributed in a repeating pattern.","METHOD OF MAKING BIOLOGICALLY ACTIVE ALPHA-BETA PEPTIDES. Described is a method of fabricating biologically active, unnatural polypeptides. The method includes the steps of selecting a biologically active polypeptide or biologically active fragment thereof having an amino acid sequence comprising &#x3b1;-amino acid residues, and fabricating a synthetic polypeptide that has an amino acid sequence that corresponds to the sequence of the biologically active polypeptide, but wherein about 14% to about 50% of the &#x3b1;-amino acid residues found in the biologically active polypeptide or fragment of step (a) are replaced with &#x3b2;-amino acid residues, and the &#x3b1;-amino acid residues are distributed in a repeating pattern",True
33551b1844652w443v6i5z5y2l44n3k4p1wsr,US8647641,MYCOBACTERIUM TUBERCULOSIS VACCINE,"The present invention relates to the use of live mycobacterium of the M. tuberculosis complex for preparing a medicament, wherein the function of the zmp1-gene is inactivated, pharmaceutical compositions prepared from such mycobacteria as well as a method for the treatment and/or prophylaxis of a disease or medical condition using said pharmaceutical composition.","MYCOBACTERIUM TUBERCULOSIS VACCINE. The present invention relates to the use of live mycobacterium of the M. tuberculosis complex for preparing a medicament, wherein the function of the zmp1-gene is inactivated, pharmaceutical compositions prepared from such mycobacteria as well as a method for the treatment and/or prophylaxis of a disease or medical condition using said pharmaceutical composition",True
73p5928h524u286r1713p5olj28584b5xd,US8642280,TENEURIN AND CANCER,"The present invention relates to a method for treating cancer, for instance brain tumors, in a subject by inhibiting a teneurin by administering to said subject a therapeutically effective amount of a modulator of said teneurin, for example a specific antibody or a siRNA. The present invention also encompasses methods of diagnosing cancer by measuring levels of teneurin.","TENEURIN AND CANCER. The present invention relates to a method for treating cancer, for instance brain tumors, in a subject by inhibiting a teneurin by administering to said subject a therapeutically effective amount of a modulator of said teneurin, for example a specific antibody or a siRNA. The present invention also encompasses methods of diagnosing cancer by measuring levels of teneurin",True
70wc3a1c412f714u6m303i106a6y1ax66y3d,US8354269,OPTIMISED FERMENTATION MEDIA,"The invention relates to improvements in the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to the provision of an improved fermentation media, comprising nickel, to a fermentation system such that one or more micro-organisms convert a substrate comprising CO to one or more alcohols, such as ethanol. In particular embodiments, a microbial culture is provided with at least 10 &#x3bc;M nickel, such that CO uptake by the microbial culture increases and ethanol productivity improves.","OPTIMISED FERMENTATION MEDIA. The invention relates to improvements in the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to the provision of an improved fermentation media, comprising nickel, to a fermentation system such that one or more micro-organisms convert a substrate comprising CO to one or more alcohols, such as ethanol. In particular embodiments, a microbial culture is provided with at least 10 &#x3bc;M nickel, such that CO uptake by the microbial culture increases and ethanol productivity improves",True
64z315t4w1j2p5a60484z512l3y2p5n465j34f,US8822662,DESATURASES AND PROCESS FOR THE PRODUCTION OF POLYUNSATURATED FATTY ACIDS IN TRANSGENIC ORGANISMS,"The present invention relates to polynucleotides from Cochliobolus heterostrophus C5, Cyanothece sp. CCY0110, Mycocentrospora acerina and Hyaloperonospora parasitica , which code for desaturases and which can be employed for the recombinant production of polyunsaturated fatty acids. The invention furthermore relates to vectors, host cells and transgenic nonhuman organisms which comprise the polynucleotides according to the invention, and to the polypeptides encoded by the polynucleotides. The invention furthermore relates to antibodies against the polypeptides according to the invention. Finally, the invention also relates to production processes for the polyunsaturated fatty acids and for oil, lipid and fatty acid compositions and to their use as drugs, cosmetics, foodstuffs, feedstuffs, preferably fish food, or food supplements.","DESATURASES AND PROCESS FOR THE PRODUCTION OF POLYUNSATURATED FATTY ACIDS IN TRANSGENIC ORGANISMS. The present invention relates to polynucleotides from Cochliobolus heterostrophus C5, Cyanothece sp. CCY0110, Mycocentrospora acerina and Hyaloperonospora parasitica , which code for desaturases and which can be employed for the recombinant production of polyunsaturated fatty acids. The invention furthermore relates to vectors, host cells and transgenic nonhuman organisms which comprise the polynucleotides according to the invention, and to the polypeptides encoded by the polynucleotides. The invention furthermore relates to antibodies against the polypeptides according to the invention. Finally, the invention also relates to production processes for the polyunsaturated fatty acids and for oil, lipid and fatty acid compositions and to their use as drugs, cosmetics, foodstuffs, feedstuffs, preferably fish food, or food supplements",True
3q6r1m2h4r1563693o3c3x3j1a2x2e1p252a1e3p,US8679799,IMPROVED PRODUCTION OF ACID AND SOLVENT IN MICROORGANISMS,"The invention relates to a method and means for the bioengineered fermentative production of solvents, in particular of butanol, acetone and ethanol, and of short-chained carboxylic acids such as acetic acid and butyric acid, in particular in host cells of the species Clostridium . The invention provides new methods and means for regulating the expression of the enzyme activities involved in acid production and or solvent production of the host cell.","IMPROVED PRODUCTION OF ACID AND SOLVENT IN MICROORGANISMS. The invention relates to a method and means for the bioengineered fermentative production of solvents, in particular of butanol, acetone and ethanol, and of short-chained carboxylic acids such as acetic acid and butyric acid, in particular in host cells of the species Clostridium . The invention provides new methods and means for regulating the expression of the enzyme activities involved in acid production and or solvent production of the host cell",True
365x3v5x55j5k1j2z2q2y1v5v385f59ni3x1l,US8688427,ENZYME CATALYSTS FOR DIELS-ALDER REACTIONS,"The present invention provides enzyme catalysts for Diels-Alder reactions, including intermolecular Diels-Alder reactions, as well as protein scaffolds for making such enzyme catalysts. In other aspects, the invention provides methods of making the enzyme catalysts, including by de novo computational design. The present invention thereby provides enzyme catalysts capable of catalyzing a desired Diels-Alder reaction, including with a specified or desired stereo-selectivity.","ENZYME CATALYSTS FOR DIELS-ALDER REACTIONS. The present invention provides enzyme catalysts for Diels-Alder reactions, including intermolecular Diels-Alder reactions, as well as protein scaffolds for making such enzyme catalysts. In other aspects, the invention provides methods of making the enzyme catalysts, including by de novo computational design. The present invention thereby provides enzyme catalysts capable of catalyzing a desired Diels-Alder reaction, including with a specified or desired stereo-selectivity",True
